numeropol,debut_pol,fin_pol,freq_paiement,langue,type_prof,alimentation,type_territoire,utilisation,presence_alarme,annee_veh,marque_voiture,sexe,date_naissance,couleur_voiture,annee_permis,myopie,cheveux,cout1,cout2,cout3,cout4,cout5,cout6,cout7,nbsin,equipe
159,1-2-2000,14-5-2000,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1992,GM,M,1-5-1942,Autre,1975,Y,Blonds,,,,,,,,0,3
159,15-5-2000,31-1-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,2000,GM,M,1-5-1942,Autre,1975,Y,Bruns,,,,,,,,0,3
159,1-2-2001,31-1-2002,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,2000,GM,M,1-5-1942,Autre,1975,Y,Bruns,71011.53416,,,,,,,1,3
159,1-2-2003,31-1-2004,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,2000,GM,M,1-5-1942,Autre,1975,Y,Bruns,176.4347826,,,,,,,1,3
177,15-1-1998,25-7-1998,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1998,MITSUBISHI,M,3-9-1945,Autre,1966,N,Blonds,,,,,,,,0,3
177,26-7-1999,25-7-2000,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1998,MITSUBISHI,M,3-9-1945,Autre,1966,N,Bruns,4049.875776,,,,,,,1,3
177,13-6-2001,25-7-2001,12,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1998,MITSUBISHI,M,3-9-1945,Autre,1966,N,Bruns,,,,,,,,0,3
177,26-7-2001,25-7-2002,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1998,MITSUBISHI,M,3-9-1945,Autre,1966,N,Bruns,205.9378882,,,,,,,1,3
177,26-7-2002,25-7-2003,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1998,MITSUBISHI,M,3-9-1945,Autre,1966,N,Bruns,,,,,,,,0,3
181,14-7-1997,13-7-1998,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,VOLKSWAGEN,F,24-3-1963,Autre,1987,Y,Bruns,,,,,,,,0,3
181,14-7-1998,8-11-1998,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,VOLKSWAGEN,F,24-3-1963,Autre,1987,Y,Bruns,,,,,,,,0,3
181,9-11-1998,13-7-1999,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,VOLKSWAGEN,F,24-3-1963,Autre,1987,Y,Bruns,164.1180124,,,,,,,1,3
181,14-7-1999,13-7-2000,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,VOLKSWAGEN,F,24-3-1963,Autre,1987,Y,Bruns,38.47826087,,,,,,,1,3
181,14-7-2000,1-2-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,VOLKSWAGEN,F,24-3-1963,Autre,1987,Y,Bruns,38.47826087,,,,,,,1,3
184,4-12-1996,21-1-1997,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,0,1993,TOYOTA,M,24-7-1937,Autre,1965,Y,Bruns,,,,,,,,0,3
184,22-1-1997,25-9-1997,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,0,1997,RENAULT,M,24-7-1937,Autre,1965,Y,Bruns,,,,,,,,0,3
184,26-9-1997,25-9-1998,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,0,1997,RENAULT,M,24-7-1937,Autre,1965,Y,Bruns,,,,,,,,0,3
184,26-9-1998,20-12-1998,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,0,1997,RENAULT,M,24-7-1937,Autre,1965,Y,Bruns,,,,,,,,0,3
184,21-12-1998,1-4-1999,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,0,1996,TOYOTA,M,24-7-1937,Autre,1965,Y,Bruns,,,,,,,,0,3
184,26-9-1999,25-9-2000,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,0,1999,RENAULT,M,24-7-1937,Autre,1965,Y,Bruns,,,,,,,,0,3
184,26-9-2002,25-9-2003,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,0,1999,RENAULT,M,24-7-1937,Autre,1965,Y,Bruns,,,,,,,,0,3
190,2-2-1995,8-10-1995,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1995,MAZDA,M,28-5-1958,Autre,1985,Y,Bruns,,,,,,,,0,3
190,9-10-1995,31-1-1996,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1995,MAZDA,M,28-5-1958,Autre,1985,Y,Bruns,,,,,,,,0,3
191,1-9-1995,31-8-1996,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1986,NISSAN,M,6-12-1962,Autre,1985,Y,Blonds,,,,,,,,0,3
191,1-9-1996,12-6-1997,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1986,NISSAN,M,6-12-1962,Autre,1985,Y,Bruns,,,,,,,,0,3
191,13-6-1997,31-8-1997,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,FORD,M,6-12-1962,Autre,1985,Y,Bruns,,,,,,,,0,3
191,1-9-1997,23-3-1998,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,FORD,M,6-12-1962,Autre,1985,Y,Blonds,,,,,,,,0,3
191,24-3-1998,31-8-1998,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,FORD,M,6-12-1962,Autre,1985,Y,Blonds,,,,,,,,0,3
191,1-9-1998,31-8-1999,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,FORD,M,6-12-1962,Autre,1985,Y,Bruns,,,,,,,,0,3
191,9-5-2000,31-8-2000,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,TOYOTA,M,6-12-1962,Autre,1985,Y,Bruns,,,,,,,,0,3
191,1-9-2000,31-8-2001,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,TOYOTA,M,6-12-1962,Autre,1985,Y,Blonds,,,,,,,,0,3
191,1-9-2001,31-8-2002,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,TOYOTA,M,6-12-1962,Autre,1985,Y,Bruns,,,,,,,,0,3
191,1-9-2002,31-8-2003,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,TOYOTA,M,6-12-1962,Autre,1985,Y,Bruns,,,,,,,,0,3
196,4-6-1995,23-2-1996,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1992,GM,F,6-8-1953,Autre,1971,N,Bruns,,,,,,,,0,3
208,29-12-1996,4-8-1997,1,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1992,MAZDA,M,5-3-1954,Autre,1975,Y,Bruns,,,,,,,,0,3
208,29-12-1997,28-12-1998,1,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1992,MAZDA,M,5-3-1954,Autre,1975,Y,Bruns,,,,,,,,0,3
208,28-8-1999,28-12-1999,1,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1999,MITSUBISHI,M,5-3-1954,Autre,1975,Y,Bruns,,,,,,,,0,3
212,17-10-1995,7-11-1995,12,F,Médecin,Végétalien,Urbain,Travail-occasionnel,1,1982,TOYOTA,F,5-3-1952,Autre,1973,Y,Bruns,,,,,,,,0,3
216,28-2-1996,27-2-1997,12,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,0,1994,PEUGEOT,M,19-11-1960,Autre,1980,Y,Bruns,444.515528,,,,,,,1,3
216,28-2-1998,27-2-1999,12,F,Infirmière,Végétarien,Urbain,Travail-occasionnel,0,1994,PEUGEOT,M,19-11-1960,Autre,1980,Y,Bruns,,,,,,,,0,3
216,16-7-1999,2-8-1999,12,F,Infirmière,Végétarien,Urbain,Travail-occasionnel,0,1994,PEUGEOT,M,19-11-1960,Autre,1980,Y,Bruns,,,,,,,,0,3
216,3-8-1999,28-2-2000,12,F,Infirmière,Végétarien,Urbain,Travail-occasionnel,0,1994,PEUGEOT,M,19-11-1960,Autre,1980,Y,Roux,,,,,,,,0,3
221,14-4-1995,13-10-1995,12,F,Technicien,Végétarien,Urbain,Travail-occasionnel,0,1995,BMW,M,19-4-1968,Autre,1985,Y,Bruns,,,,,,,,0,3
240,6-3-1997,2-10-1997,12,F,Informaticien,Carnivore,Urbain,Loisir,0,1995,BMW,M,5-11-1950,Autre,1970,Y,Bruns,216.8509317,,,,,,,1,3
240,3-10-1997,5-3-1998,12,F,Informaticien,Carnivore,Urbain,Loisir,0,1995,BMW,M,5-11-1950,Autre,1970,Y,Bruns,115.4906832,,,,,,,1,3
240,6-3-1998,5-3-1999,12,F,Informaticien,Carnivore,Urbain,Loisir,0,1995,BMW,M,5-11-1950,Autre,1970,Y,Blonds,,,,,,,,0,3
240,6-3-1999,25-3-1999,12,F,Informaticien,Carnivore,Urbain,Loisir,0,1995,BMW,M,5-11-1950,Autre,1970,Y,Bruns,,,,,,,,0,3
240,26-3-1999,28-4-1999,12,F,Informaticien,Carnivore,Urbain,Loisir,0,1999,BMW,M,5-11-1950,Autre,1970,Y,Bruns,,,,,,,,0,3
240,29-4-1999,5-3-2000,12,F,Informaticien,Carnivore,Urbain,Loisir,0,1999,BMW,M,5-11-1950,Autre,1970,Y,Bruns,,,,,,,,0,3
240,6-3-2002,14-10-2002,12,F,Informaticien,Carnivore,Urbain,Loisir,0,1999,BMW,M,5-11-1950,Autre,1970,Y,Bruns,,,,,,,,0,3
249,1-6-1998,31-3-1999,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1990,PEUGEOT,F,10-2-1969,Autre,1987,Y,Bruns,,,,,,,,0,3
249,1-4-1999,9-5-1999,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1990,PEUGEOT,F,10-2-1969,Autre,1987,Y,Bruns,,,,,,,,0,3
249,10-5-1999,3-8-1999,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1990,PEUGEOT,F,10-2-1969,Autre,1987,Y,Bruns,,,,,,,,0,3
249,1-4-2000,31-3-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1992,FORD,F,10-2-1969,Autre,1987,Y,Bruns,,,,,,,,0,3
249,1-4-2001,22-8-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1992,FORD,F,10-2-1969,Autre,1987,Y,Bruns,15763.53416,,,,,,,1,3
249,23-8-2001,25-12-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,GM,F,10-2-1969,Autre,1987,Y,Blonds,,,,,,,,0,3
249,26-12-2001,28-12-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,2001,GM,F,10-2-1969,Autre,1987,Y,Bruns,,,,,,,,0,3
249,29-12-2001,31-3-2002,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,2001,GM,F,10-2-1969,Autre,1987,Y,Blonds,,,,,,,,0,3
253,29-3-1995,7-11-1995,12,F,Médecin,Végétalien,Semi-urbain,Travail-quotidien,1,1982,FORD,M,20-8-1956,Autre,1974,Y,Bruns,,,,,,,,0,3
255,13-7-1995,17-6-1996,1,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1993,VOLKSWAGEN,F,4-6-1944,Autre,1980,Y,Bruns,242.2111801,,,,,,,1,3
255,18-6-1996,23-6-1996,1,F,Technicien,Végétarien,Rural,Travail-occasionnel,0,1993,VOLKSWAGEN,F,4-6-1944,Autre,1980,Y,Bruns,,,,,,,,0,3
283,1-11-1995,31-10-1996,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,RENAULT,F,5-7-1958,Autre,1975,Y,Bruns,,,,,,,,0,3
283,1-11-1996,18-2-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,RENAULT,F,5-7-1958,Autre,1975,Y,Bruns,,,,,,,,0,3
283,19-2-1997,31-10-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,RENAULT,F,5-7-1958,Autre,1975,Y,Bruns,,,,,,,,0,3
283,1-11-1997,31-10-1998,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,RENAULT,F,5-7-1958,Autre,1975,Y,Bruns,4359.124224,,,,,,,1,3
283,1-11-1998,16-1-1999,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,RENAULT,F,5-7-1958,Autre,1975,Y,Bruns,,,,,,,,0,3
285,4-4-1996,13-8-1996,1,F,Autre,Carnivore,Urbain,Travail-occasionnel,1,1986,SUBARU,M,27-3-1947,Autre,1969,Y,Bruns,,,,,,,,0,3
285,14-8-1996,3-4-1997,1,F,Autre,Carnivore,Urbain,Travail-occasionnel,1,1986,SUBARU,M,27-3-1947,Autre,1969,Y,Bruns,,,,,,,,0,3
287,1-3-1996,28-2-1997,12,F,Ingénieur,Végétarien,Rural,Travail-occasionnel,1,1987,TOYOTA,M,27-5-1942,Autre,1965,Y,Bruns,,,,,,,,0,3
287,1-3-1999,3-2-2000,12,F,Ingénieur,Végétarien,Rural,Travail-occasionnel,1,1987,TOYOTA,M,27-5-1942,Autre,1965,Y,Bruns,,,,,,,,0,3
287,4-2-2000,29-2-2000,12,F,Ingénieur,Végétarien,Rural,Travail-occasionnel,1,1995,RENAULT,M,27-5-1942,Autre,1965,Y,Bruns,,,,,,,,0,3
287,1-3-2000,28-2-2001,12,F,Ingénieur,Végétarien,Rural,Travail-occasionnel,1,1995,RENAULT,M,27-5-1942,Autre,1965,Y,Bruns,,,,,,,,0,3
287,1-3-2001,28-2-2002,12,F,Ingénieur,Végétarien,Rural,Travail-occasionnel,1,1995,RENAULT,M,27-5-1942,Autre,1965,Y,Bruns,,,,,,,,0,3
287,1-3-2003,29-2-2004,12,F,Ingénieur,Carnivore,Rural,Travail-occasionnel,1,1995,RENAULT,M,27-5-1942,Autre,1965,Y,Bruns,,,,,,,,0,3
288,30-9-1995,29-9-1996,12,F,Autre,Carnivore,Urbain,Travail-occasionnel,1,1988,GM,F,15-9-1956,Autre,1985,Y,Bruns,,,,,,,,0,3
288,30-9-1996,29-9-1997,12,F,Autre,Carnivore,Urbain,Travail-occasionnel,1,1988,GM,F,15-9-1956,Autre,1985,Y,Bruns,,,,,,,,0,3
288,30-9-1997,29-9-1998,12,F,Autre,Carnivore,Urbain,Travail-occasionnel,1,1988,GM,F,15-9-1956,Autre,1985,Y,Blonds,,,,,,,,0,3
288,30-9-1998,29-9-1999,12,F,Autre,Carnivore,Urbain,Travail-occasionnel,1,1988,GM,F,15-9-1956,Autre,1985,Y,Bruns,,,,,,,,0,3
288,30-9-1999,29-9-2000,12,F,Autre,Carnivore,Urbain,Travail-occasionnel,1,1988,GM,F,15-9-1956,Autre,1985,Y,Blonds,,,,,,,,0,3
288,30-9-2001,29-9-2002,12,F,Autre,Carnivore,Urbain,Travail-occasionnel,1,1988,GM,F,15-9-1956,Autre,1985,Y,Bruns,,,,,,,,0,3
288,30-9-2002,29-9-2003,12,F,Autre,Carnivore,Urbain,Travail-occasionnel,1,1988,GM,F,15-9-1956,Autre,1985,Y,Bruns,,,,,,,,0,3
291,1-1-1996,31-12-1996,12,F,Technicien,Carnivore,Semi-urbain,Travail-quotidien,1,1994,FORD,M,25-1-1948,Autre,1979,Y,Bruns,,,,,,,,0,3
291,1-1-1997,16-1-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-quotidien,1,1994,FORD,M,25-1-1948,Autre,1979,Y,Bruns,,,,,,,,0,3
291,17-1-1997,18-2-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,1,1994,FORD,M,25-1-1948,Autre,1979,Y,Bruns,,,,,,,,0,3
291,19-2-1997,31-12-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1993,VOLVO,M,25-1-1948,Autre,1979,Y,Bruns,,,,,,,,0,3
291,1-1-1999,31-12-1999,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1993,VOLVO,M,25-1-1948,Autre,1979,Y,Bruns,655.9192547,,,,,,,1,3
299,21-3-1995,14-9-1995,12,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,1,1991,FORD,M,14-8-1959,Autre,1980,Y,Bruns,,,,,,,,0,3
299,21-3-1996,11-7-1996,12,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,1,1991,FORD,M,14-8-1959,Autre,1980,Y,Bruns,,,,,,,,0,3
299,12-7-1996,20-3-1997,12,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,0,1992,MITSUBISHI,M,14-8-1959,Autre,1980,Y,Bruns,,,,,,,,0,3
299,21-3-1997,20-3-1998,12,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,0,1992,MITSUBISHI,M,14-8-1959,Autre,1980,Y,Blonds,,,,,,,,0,3
299,21-3-1998,30-11-1998,12,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,0,1992,MITSUBISHI,M,14-8-1959,Autre,1980,Y,Bruns,217.0062112,57.7515528,,,,,,2,3
304,11-5-1995,27-11-1995,12,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1988,VOLKSWAGEN,M,24-1-1955,Rouge,1975,Y,Bruns,,,,,,,,0,3
304,28-11-1995,10-5-1996,12,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1988,VOLKSWAGEN,M,24-1-1955,Rouge,1975,Y,Bruns,,,,,,,,0,3
304,11-5-1996,10-5-1997,12,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1988,VOLKSWAGEN,M,24-1-1955,Rouge,1975,Y,Blonds,1338.826087,,,,,,,1,3
304,11-5-1997,10-5-1998,12,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1988,VOLKSWAGEN,M,24-1-1955,Rouge,1975,Y,Bruns,82.80745342,,,,,,,1,3
304,11-5-1998,10-5-1999,12,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1988,VOLKSWAGEN,M,24-1-1955,Rouge,1975,Y,Bruns,,,,,,,,0,3
304,11-5-2000,10-5-2001,12,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1998,PEUGEOT,M,24-1-1955,Rouge,1975,Y,Bruns,,,,,,,,0,3
304,11-5-2002,10-5-2003,12,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1998,PEUGEOT,M,24-1-1955,Rouge,1975,Y,Blonds,,,,,,,,0,3
319,22-3-1996,21-3-1997,1,F,Infirmière,Végétarien,Urbain,Travail-occasionnel,1,1992,TOYOTA,M,16-4-1943,Autre,1965,N,Bruns,,,,,,,,0,3
319,22-3-1997,10-4-1997,1,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,1,1992,TOYOTA,M,16-4-1943,Autre,1965,N,Bruns,,,,,,,,0,3
319,11-4-1997,21-3-1998,1,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,0,1997,TOYOTA,M,16-4-1943,Autre,1965,N,Blonds,,,,,,,,0,3
319,22-3-1998,21-3-1999,1,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,0,1997,TOYOTA,M,16-4-1943,Autre,1965,N,Bruns,,,,,,,,0,3
319,22-3-1999,21-3-2000,1,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,0,1997,TOYOTA,M,16-4-1943,Autre,1965,N,Bruns,,,,,,,,0,3
319,22-3-2000,21-3-2001,1,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,0,1997,TOYOTA,M,16-4-1943,Autre,1965,N,Blonds,,,,,,,,0,3
319,22-3-2002,21-3-2003,1,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,0,1997,TOYOTA,M,16-4-1943,Autre,1965,N,Blonds,,,,,,,,0,3
319,22-3-2003,21-3-2004,1,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,0,1997,TOYOTA,M,16-4-1943,Autre,1965,N,Blonds,,,,,,,,0,3
342,1-6-1995,31-5-1996,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,1,1993,TOYOTA,M,7-11-1933,Autre,1967,Y,Bruns,,,,,,,,0,3
342,1-6-1997,31-5-1998,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,1,1993,TOYOTA,M,7-11-1933,Autre,1967,Y,Bruns,,,,,,,,0,3
342,1-6-1998,31-5-1999,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,1,1993,TOYOTA,M,7-11-1933,Autre,1967,Y,Bruns,,,,,,,,0,3
342,1-6-1999,31-5-2000,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,1,1993,TOYOTA,M,7-11-1933,Autre,1967,Y,Bruns,,,,,,,,0,3
342,1-6-2000,31-5-2001,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,1,1993,TOYOTA,M,7-11-1933,Autre,1967,Y,Blonds,,,,,,,,0,3
342,1-6-2001,31-5-2002,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,1,1993,TOYOTA,M,7-11-1933,Autre,1967,Y,Bruns,,,,,,,,0,3
362,17-7-1995,3-9-1995,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,FIAT,M,17-12-1955,Autre,1974,Y,Bruns,,,,,,,,0,3
362,4-9-1995,16-7-1996,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,FIAT,M,17-12-1955,Autre,1974,Y,Bruns,227.9068323,,,,,,,1,3
362,17-7-1997,21-12-1997,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,1995,FIAT,M,17-12-1955,Autre,1974,Y,Bruns,,,,,,,,0,3
362,17-7-1998,16-7-1999,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,1995,FIAT,M,17-12-1955,Autre,1974,Y,Bruns,,,,,,,,0,3
373,5-4-1996,4-4-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1992,ALFA ROMEO,F,2-8-1962,Autre,1981,Y,Bruns,474.8136646,,,,,,,1,3
373,5-4-1997,4-4-1998,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,1992,ALFA ROMEO,F,2-8-1962,Autre,1981,Y,Bruns,,,,,,,,0,3
373,5-4-1998,4-4-1999,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,1992,ALFA ROMEO,F,2-8-1962,Autre,1981,N,Bruns,505.7329193,1776.347826,,,,,,2,3
373,8-1-2000,4-4-2000,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,1994,MERCEDES-BENZ,F,2-8-1962,Autre,1981,N,Bruns,,,,,,,,0,3
373,5-4-2000,28-11-2000,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,1994,MERCEDES-BENZ,F,2-8-1962,Autre,1981,N,Bruns,317.0248447,,,,,,,1,3
373,5-4-2001,4-4-2002,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,1994,MERCEDES-BENZ,F,2-8-1962,Autre,1981,N,Bruns,9572.285714,,,,,,,1,3
373,5-4-2003,4-4-2004,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,1994,MERCEDES-BENZ,F,2-8-1962,Autre,1981,N,Bruns,,,,,,,,0,3
374,25-3-1997,24-3-1998,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1992,PEUGEOT,M,12-7-1929,Autre,1967,Y,Bruns,,,,,,,,0,3
374,25-3-1999,24-3-2000,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1992,PEUGEOT,M,12-7-1929,Autre,1967,Y,Bruns,,,,,,,,0,3
374,25-3-2000,24-3-2001,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1992,PEUGEOT,M,12-7-1929,Autre,1967,Y,Bruns,,,,,,,,0,3
374,25-3-2001,24-3-2002,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1992,PEUGEOT,M,12-7-1929,Autre,1967,Y,Bruns,,,,,,,,0,3
374,25-3-2002,24-3-2003,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1992,PEUGEOT,M,12-7-1929,Autre,1967,Y,Bruns,,,,,,,,0,3
374,25-3-2003,24-3-2004,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1992,PEUGEOT,M,12-7-1929,Autre,1967,Y,Bruns,,,,,,,,0,3
376,15-2-1997,22-4-1997,1,F,Ingénieur,Carnivore,Rural,Travail-quotidien,1,1987,HONDA,M,18-4-1924,Autre,1956,Y,Bruns,,,,,,,,0,3
376,23-4-1997,14-2-1998,1,F,Ingénieur,Carnivore,Rural,Travail-quotidien,1,1987,HONDA,M,18-4-1924,Autre,1956,N,Bruns,,,,,,,,0,3
376,15-2-1998,9-6-1998,1,F,Ingénieur,Carnivore,Rural,Travail-quotidien,1,1987,HONDA,M,18-4-1924,Autre,1956,N,Bruns,,,,,,,,0,3
376,10-6-1998,14-2-1999,1,F,Ingénieur,Carnivore,Rural,Travail-quotidien,1,1987,HONDA,M,18-4-1924,Autre,1956,N,Bruns,,,,,,,,0,3
384,14-6-1995,13-6-1996,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,1,1991,PEUGEOT,M,1-2-1955,Autre,1973,Y,Bruns,126.2236025,,,,,,,1,3
384,14-6-1996,6-5-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,1,1991,PEUGEOT,M,1-2-1955,Autre,1973,Y,Bruns,,,,,,,,0,3
384,7-5-1997,13-6-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,PEUGEOT,M,1-2-1955,Autre,1973,Y,Bruns,,,,,,,,0,3
384,14-6-1997,13-6-1998,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,PEUGEOT,M,1-2-1955,Autre,1973,Y,Bruns,,,,,,,,0,3
384,14-6-1998,3-11-1998,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,PEUGEOT,M,1-2-1955,Autre,1973,Y,Blonds,,,,,,,,0,3
384,14-6-1999,13-6-2000,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,PEUGEOT,M,1-2-1955,Autre,1973,Y,Bruns,,,,,,,,0,3
384,14-6-2000,22-2-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,PEUGEOT,M,1-2-1955,Autre,1973,Y,Bruns,,,,,,,,0,3
384,23-2-2001,13-6-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,PEUGEOT,M,1-2-1955,Autre,1973,Y,Blonds,,,,,,,,0,3
384,14-6-2001,13-6-2002,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,PEUGEOT,M,1-2-1955,Autre,1973,Y,Bruns,,,,,,,,0,3
384,14-6-2002,13-6-2003,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,PEUGEOT,M,1-2-1955,Autre,1973,Y,Bruns,61743.73292,,,,,,,1,3
387,16-6-1997,13-5-1998,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1992,NISSAN,M,13-11-1932,Autre,1967,N,Bruns,505.9627329,,,,,,,1,3
387,14-5-1998,22-2-1999,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1992,NISSAN,M,13-11-1932,Autre,1967,N,Bruns,6.465838509,331.0869565,,,,,,2,3
