LONGITUDE,LATITUDE,ENQUÊTE,ANNÉE,PROVINCE,COMMUNAUTÉ,RÉSULTAT
-81.975,42.554,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.974,42.554,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.968,42.554,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.967,42.554,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.961,42.554,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.414,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.374,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.372,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.324,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.259,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.247,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.05,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.981,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.98,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.979,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.978,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.976,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.975,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.974,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.969,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.968,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.964,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.963,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.958,42.555,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.374,42.556,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.315,42.556,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.244,42.556,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.214,42.556,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.196,42.556,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.157,42.556,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.124,42.556,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.11,42.556,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.959,42.556,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.376,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.249,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.229,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.187,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.156,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.136,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.125,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.05,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.987,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.982,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.98,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.979,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.974,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.972,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.957,42.557,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.411,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.333,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.265,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.261,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.243,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.216,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.215,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.199,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.154,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.002,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.987,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.978,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.976,42.558,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.376,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.266,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.242,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.227,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.226,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.196,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.195,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.164,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.143,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.03,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.005,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.991,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.979,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.976,42.559,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.41,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.301,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.226,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.225,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.223,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.2,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.192,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.178,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.144,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.045,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.031,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.017,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.013,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.991,42.56,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.327,42.561,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.268,42.561,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.225,42.561,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.222,42.561,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.2,42.561,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.198,42.561,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.102,42.561,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.03,42.561,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.015,42.561,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.992,42.561,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.969,42.561,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.425,42.562,AGRILE DU FRÊNE,2004,ONTARIO,COMTÉ DE LAMBTON,NON DÉTECTÉ
-82.42,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.381,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.311,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.287,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.223,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.222,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.215,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.19,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.188,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.186,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.146,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.091,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.033,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.001,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.996,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.973,42.562,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.341,42.563,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.222,42.563,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.221,42.563,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.196,42.563,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.176,42.563,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.132,42.563,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.097,42.563,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.995,42.563,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.973,42.563,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.408,42.564,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.287,42.564,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.268,42.564,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.218,42.564,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.209,42.564,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.168,42.564,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.085,42.564,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.048,42.564,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.037,42.564,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.012,42.564,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.972,42.564,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.406,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.244,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.209,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.165,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.12,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.113,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.095,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.024,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.005,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.002,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.97,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.969,42.565,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.325,42.566,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.319,42.566,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.268,42.566,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.265,42.566,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.216,42.566,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.126,42.566,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.12,42.566,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.02,42.566,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.969,42.566,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.908,42.566,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.453,42.567,AGRILE DU FRÊNE,2004,ONTARIO,COMTÉ DE LAMBTON,NON DÉTECTÉ
-82.294,42.567,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.28,42.567,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.262,42.567,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.215,42.567,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.213,42.567,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.169,42.567,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.133,42.567,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.105,42.567,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.086,42.567,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.4,42.568,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.189,42.568,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.163,42.568,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.099,42.568,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.089,42.568,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.966,42.568,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.965,42.568,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.42,42.569,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.414,42.569,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.339,42.569,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.276,42.569,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.188,42.569,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.076,42.569,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.42,42.57,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.415,42.57,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.396,42.57,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.314,42.57,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.259,42.57,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.235,42.57,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.193,42.57,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.176,42.57,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.139,42.57,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.399,42.571,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.299,42.571,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.236,42.571,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.197,42.571,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.196,42.571,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.187,42.571,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.184,42.571,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.395,42.572,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.394,42.572,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.393,42.572,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.31,42.572,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.232,42.572,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.187,42.572,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.426,42.573,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.371,42.573,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.312,42.573,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.185,42.573,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.181,42.573,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.18,42.573,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.177,42.573,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.175,42.573,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.166,42.573,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.164,42.573,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.16,42.573,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.371,42.574,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.333,42.574,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.318,42.574,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.304,42.574,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.272,42.574,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.193,42.574,AGRILE DU FRÊNE,2004,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
